str_len,duration,phrase100,-1
13,0.0266
13,0.0278
13,0.021
13,0.0278
13,0.0212
101,0.0296
101,0.0341
101,0.0275
101,0.0213
101,0.0277
1045,0.0338
1045,0.0285
1045,0.0219
1045,0.0285
1045,0.0219
48733,0.0613
48733,0.0518
48733,0.0579
48733,0.0509
48733,0.1148
10183,0.0305
10183,0.0346
10183,0.028
10183,0.0352
10183,0.0279
185919,0.1502
185919,0.132
185919,0.1381
185919,0.1436
185919,0.1817
559618,0.4097
559618,0.3555
559618,0.3454
559618,0.35
559618,0.3433
1010777,0.6799
1010777,0.6562
1010777,0.6595
1010777,0.6039
1010777,0.7594
2665788,1.6789
2665788,1.7828
2665788,1.6285
2665788,1.847
2665788,2.0353
4808754,2.9727
4808754,3.1112
4808754,2.8609
4808754,2.8149
4808754,2.8366
24652312,14.8265
24652312,15.2222
24652312,15.3206
24652312,14.8036
24652312,15.0216
48087540,30.7741
48087540,29.8382
48087540,28.6223
48087540,28.6748
48087540,30.2913
