str_len,duration,word1,293
13,0.0011
13,0.0008
13,0.0007
13,0.0007
13,0.0007
101,0.0012
101,0.0012
101,0.0012
101,0.0012
101,0.0013
1045,0.0056
1045,0.0055
1045,0.0056
1045,0.0056
1045,0.0057
48733,0.2455
48733,0.2324
48733,0.2389
48733,0.253
48733,0.2324
10183,0.05
10183,0.0496
10183,0.0603
10183,0.0495
10183,0.0494
185919,0.9625
185919,0.9898
185919,0.948
185919,0.9482
185919,1.008
559618,2.7888
559618,2.9333
559618,2.9821
559618,2.7724
559618,3.0639
1010777,5.2922
1010777,5.0021
1010777,5.0057
1010777,5.0149
1010777,5.199
2665788,13.9135
2665788,13.082
2665788,14.0384
2665788,13.2206
2665788,13.1554
4808754,24.4065
4808754,23.3396
4808754,23.609
4808754,24.0853
4808754,24.648
24652312,119.826
24652312,122.04
24652312,129.337
24652312,127.177
24652312,123.737
48087540,235.905
48087540,236.784
48087540,242.706
48087540,238.111
48087540,236.115
