str_len,duration,char1000,-1
13,1.5417
13,1.3096
13,1.3677
13,1.7294
13,1.6627
101,1.3503
101,1.3125
101,1.3231
101,1.4484
101,1.3445
1045,1.4764
1045,1.6869
1045,1.2827
1045,1.516
1045,1.3646
48733,1.4288
48733,1.3543
48733,1.66
48733,1.5716
48733,1.4266
10183,1.338
10183,1.309
10183,1.3966
10183,1.3708
10183,1.3653
185919,1.5606
185919,1.3292
185919,1.4394
185919,1.4992
185919,1.4688
559618,1.7656
559618,1.5401
559618,1.5953
559618,1.4648
559618,1.6773
1010777,1.6629
1010777,1.7098
1010777,1.6383
1010777,1.5939
1010777,1.8347
2665788,1.9885
2665788,2.4063
2665788,2.3466
2665788,2.0855
2665788,2.0177
4808754,2.8411
4808754,2.9911
4808754,2.9177
4808754,2.867
4808754,2.8559
24652312,9.5339
24652312,9.1522
24652312,9.3053
24652312,9.2839
24652312,10.6938
48087540,18.4373
48087540,17.2301
48087540,17.4462
48087540,17.1785
48087540,19.4967
