str_len,duration,word10,-1
13,0.0006
13,0.0006
13,0.0006
13,0.0007
13,0.0007
101,0.0009
101,0.0008
101,0.0006
101,0.0006
101,0.0006
1045,0.0006
1045,0.001
1045,0.0006
1045,0.0007
1045,0.0006
48733,0.0007
48733,0.0006
48733,0.0006
48733,0.0007
48733,0.0006
10183,0.0006
10183,0.0006
10183,0.0007
10183,0.0007
10183,0.0007
185919,0.0006
185919,0.0006
185919,0.0006
185919,0.0006
185919,0.0006
559618,0.0007
559618,0.0007
559618,0.0007
559618,0.0008
559618,0.0007
1010777,0.0007
1010777,0.0007
1010777,0.0012
1010777,0.0007
1010777,0.0006
2665788,0.0009
2665788,0.0007
2665788,0.0007
2665788,0.0007
2665788,0.0007
4808754,0.0007
4808754,0.0007
4808754,0.0006
4808754,0.0007
4808754,0.0007
24652312,0.0007
24652312,0.0007
24652312,0.0007
24652312,0.0007
24652312,0.0007
48087540,0.0007
48087540,0.0008
48087540,0.0007
48087540,0.0007
48087540,0.0006
