file_name,num_lines,total_comps,patterns_found,false_positives,avg_line_length,word1,101
../../books/10LinesFirst.txt,10,301,0,3,35,
../../books/10LinesSecond.txt,10,295,0,4,35,
../../books/100LinesFirst.txt,100,4161,0,34,46,
../../books/100LinesSecond.txt,100,3965,0,37,43,
../../books/1000LinesFirst.txt,1000,44261,2,463,48,
../../books/1000LinesSecond.txt,1000,47333,4,485,51,
../../books/10000LinesFirst.txt,10000,496251,13,4633,54,
../../books/10000LinesSecond.txt,10000,351708,28,3393,39,
../../books/50000Lines.txt,50007,2455726,71,23767,53,
../../books/100000Lines.txt,100000,4329141,117,42665,47,
../../books/500000Lines.txt,500000,22160857,733,213702,48,
../../books/1000000Lines.txt,1000000,43291410,1170,426650,47,
