str_len,pat_len,inner_comps,outter_comps,total_comps,patterns_found,false_positivesasd,293
17797,176,1773,1949,24,8
17077,219,1701,1920,29,16
100000007,43275,9999994,10043269,599,31800
202235797,87934,20223573,20311507,1282,64179
