file_name,num_lines,total_comps,patterns_found,false_positives,avg_line_length,word1,293
../../books/10LinesFirst.txt,10,299,0,1,35,
../../books/10LinesSecond.txt,10,295,0,4,35,
../../books/100LinesFirst.txt,100,4145,0,18,46,
../../books/100LinesSecond.txt,100,3949,0,21,43,
../../books/1000LinesFirst.txt,1000,43949,2,151,48,
../../books/1000LinesSecond.txt,1000,47018,4,171,51,
../../books/10000LinesFirst.txt,10000,493217,13,1626,54,
../../books/10000LinesSecond.txt,10000,349578,28,1268,39,
../../books/50000Lines.txt,50007,2439914,71,7967,53,
../../books/100000Lines.txt,100000,4300979,117,14516,47,
../../books/500000Lines.txt,500000,22020625,733,73698,48,
../../books/1000000Lines.txt,1000000,43009790,1170,145160,47,
