file_name,duration,phrase2,101
../../books/10LinesFirst.txt,0.075,
../../books/10LinesFirst.txt,0.037,
../../books/10LinesFirst.txt,0.035,
../../books/10LinesFirst.txt,0.035,
../../books/10LinesFirst.txt,0.035,
../../books/10LinesSecond.txt,0.029,
../../books/10LinesSecond.txt,0.039,
../../books/10LinesSecond.txt,0.038,
../../books/10LinesSecond.txt,0.049,
../../books/10LinesSecond.txt,0.021,
../../books/100LinesFirst.txt,0.114,
../../books/100LinesFirst.txt,0.128,
../../books/100LinesFirst.txt,0.05,
../../books/100LinesFirst.txt,0.083,
../../books/100LinesFirst.txt,0.051,
../../books/100LinesSecond.txt,0.068,
../../books/100LinesSecond.txt,0.052,
../../books/100LinesSecond.txt,0.087,
../../books/100LinesSecond.txt,0.114,
../../books/100LinesSecond.txt,0.114,
../../books/1000LinesFirst.txt,0.479,
../../books/1000LinesFirst.txt,0.438,
../../books/1000LinesFirst.txt,0.442,
../../books/1000LinesFirst.txt,0.364,
../../books/1000LinesFirst.txt,0.548,
../../books/1000LinesSecond.txt,0.598,
../../books/1000LinesSecond.txt,0.577,
../../books/1000LinesSecond.txt,0.501,
../../books/1000LinesSecond.txt,0.585,
../../books/1000LinesSecond.txt,0.387,
../../books/10000LinesFirst.txt,4.645,
../../books/10000LinesFirst.txt,4.008,
../../books/10000LinesFirst.txt,4.395,
../../books/10000LinesFirst.txt,4.484,
../../books/10000LinesFirst.txt,4.329,
../../books/10000LinesSecond.txt,4.522,
../../books/10000LinesSecond.txt,3.477,
../../books/10000LinesSecond.txt,3.17,
../../books/10000LinesSecond.txt,4.139,
../../books/10000LinesSecond.txt,3.897,
../../books/50000Lines.txt,21.456,
../../books/50000Lines.txt,20.694,
../../books/50000Lines.txt,19.775,
../../books/50000Lines.txt,21.491,
../../books/50000Lines.txt,20.17,
../../books/100000Lines.txt,38.233,
../../books/100000Lines.txt,34.705,
../../books/100000Lines.txt,36.383,
../../books/100000Lines.txt,35.503,
../../books/100000Lines.txt,37.576,
../../books/500000Lines.txt,193.317,
../../books/500000Lines.txt,200.975,
../../books/500000Lines.txt,192.005,
../../books/500000Lines.txt,208.685,
../../books/500000Lines.txt,204.693,
../../books/1000000Lines.txt,372.57,
../../books/1000000Lines.txt,375.812,
../../books/1000000Lines.txt,362.796,
../../books/1000000Lines.txt,367.057,
../../books/1000000Lines.txt,360.537,
