file_name,num_lines,total_comps,patterns_found,false_positives,avg_line_length,phrase1,101
../../books/10LinesFirst.txt,10,0,0,0,35,
../../books/10LinesSecond.txt,10,0,0,0,35,
../../books/100LinesFirst.txt,100,893,0,7,46,
../../books/100LinesSecond.txt,100,906,0,9,43,
../../books/1000LinesFirst.txt,1000,9544,0,93,48,
../../books/1000LinesSecond.txt,1000,10260,0,106,51,
../../books/10000LinesFirst.txt,10000,109551,0,1101,54,
../../books/10000LinesSecond.txt,10000,64136,0,646,39,
../../books/50000Lines.txt,50007,562789,0,5438,53,
../../books/100000Lines.txt,100000,926696,5,8922,47,
../../books/500000Lines.txt,500000,4373081,10,42454,48,
../../books/1000000Lines.txt,1000000,9266960,50,89220,47,
