file_name,duration,word3,101
../../books/10LinesFirst.txt,0.058,
../../books/10LinesFirst.txt,0.031,
../../books/10LinesFirst.txt,0.024,
../../books/10LinesFirst.txt,0.022,
../../books/10LinesFirst.txt,0.039,
../../books/10LinesSecond.txt,0.033,
../../books/10LinesSecond.txt,0.022,
../../books/10LinesSecond.txt,0.023,
../../books/10LinesSecond.txt,0.034,
../../books/10LinesSecond.txt,0.022,
../../books/100LinesFirst.txt,0.112,
../../books/100LinesFirst.txt,0.107,
../../books/100LinesFirst.txt,0.128,
../../books/100LinesFirst.txt,0.091,
../../books/100LinesFirst.txt,0.067,
../../books/100LinesSecond.txt,0.089,
../../books/100LinesSecond.txt,0.069,
../../books/100LinesSecond.txt,0.067,
../../books/100LinesSecond.txt,0.12,
../../books/100LinesSecond.txt,0.123,
../../books/1000LinesFirst.txt,0.699,
../../books/1000LinesFirst.txt,0.736,
../../books/1000LinesFirst.txt,0.792,
../../books/1000LinesFirst.txt,0.675,
../../books/1000LinesFirst.txt,0.743,
../../books/1000LinesSecond.txt,0.76,
../../books/1000LinesSecond.txt,0.77,
../../books/1000LinesSecond.txt,0.608,
../../books/1000LinesSecond.txt,0.586,
../../books/1000LinesSecond.txt,0.55,
../../books/10000LinesFirst.txt,5.703,
../../books/10000LinesFirst.txt,5.584,
../../books/10000LinesFirst.txt,5.103,
../../books/10000LinesFirst.txt,5.852,
../../books/10000LinesFirst.txt,4.85,
../../books/10000LinesSecond.txt,3.762,
../../books/10000LinesSecond.txt,3.655,
../../books/10000LinesSecond.txt,4.201,
../../books/10000LinesSecond.txt,3.747,
../../books/10000LinesSecond.txt,3.952,
../../books/50000Lines.txt,25.895,
../../books/50000Lines.txt,24.773,
../../books/50000Lines.txt,23.951,
../../books/50000Lines.txt,23.927,
../../books/50000Lines.txt,24.127,
../../books/100000Lines.txt,44.758,
../../books/100000Lines.txt,42.741,
../../books/100000Lines.txt,42.398,
../../books/100000Lines.txt,46.562,
../../books/100000Lines.txt,44.441,
../../books/500000Lines.txt,226.043,
../../books/500000Lines.txt,227.646,
../../books/500000Lines.txt,227.94,
../../books/500000Lines.txt,226.178,
../../books/500000Lines.txt,222.602,
../../books/1000000Lines.txt,436.173,
../../books/1000000Lines.txt,436.163,
../../books/1000000Lines.txt,437.346,
../../books/1000000Lines.txt,434.298,
../../books/1000000Lines.txt,449.646,
