file_name,duration,word2,-1
../../books/10LinesFirst.txt,0.049
../../books/10LinesFirst.txt,0.038
../../books/10LinesFirst.txt,0.022
../../books/10LinesFirst.txt,0.041
../../books/10LinesFirst.txt,0.039
../../books/10LinesSecond.txt,0.073
../../books/10LinesSecond.txt,0.022
../../books/10LinesSecond.txt,0.022
../../books/10LinesSecond.txt,0.037
../../books/10LinesSecond.txt,0.037
../../books/100LinesFirst.txt,0.054
../../books/100LinesFirst.txt,0.058
../../books/100LinesFirst.txt,0.056
../../books/100LinesFirst.txt,0.091
../../books/100LinesFirst.txt,0.075
../../books/100LinesSecond.txt,0.07
../../books/100LinesSecond.txt,0.081
../../books/100LinesSecond.txt,0.08
../../books/100LinesSecond.txt,0.045
../../books/100LinesSecond.txt,0.054
../../books/1000LinesFirst.txt,0.327
../../books/1000LinesFirst.txt,0.435
../../books/1000LinesFirst.txt,0.438
../../books/1000LinesFirst.txt,0.541
../../books/1000LinesFirst.txt,0.488
../../books/1000LinesSecond.txt,0.578
../../books/1000LinesSecond.txt,0.39
../../books/1000LinesSecond.txt,0.394
../../books/1000LinesSecond.txt,0.33
../../books/1000LinesSecond.txt,0.398
../../books/10000LinesFirst.txt,3.613
../../books/10000LinesFirst.txt,3.492
../../books/10000LinesFirst.txt,3.471
../../books/10000LinesFirst.txt,3.389
../../books/10000LinesFirst.txt,3.556
../../books/10000LinesSecond.txt,2.729
../../books/10000LinesSecond.txt,2.554
../../books/10000LinesSecond.txt,2.815
../../books/10000LinesSecond.txt,2.506
../../books/10000LinesSecond.txt,2.585
../../books/50000Lines.txt,20.478
../../books/50000Lines.txt,18.121
../../books/50000Lines.txt,17.302
../../books/50000Lines.txt,17.936
../../books/50000Lines.txt,16.957
../../books/100000Lines.txt,30.838
../../books/100000Lines.txt,31.471
../../books/100000Lines.txt,30.545
../../books/100000Lines.txt,30.698
../../books/100000Lines.txt,30.264
../../books/500000Lines.txt,161.44
../../books/500000Lines.txt,158.876
../../books/500000Lines.txt,168.969
../../books/500000Lines.txt,164.994
../../books/500000Lines.txt,177.783
../../books/1000000Lines.txt,334.48
../../books/1000000Lines.txt,327.426
../../books/1000000Lines.txt,318.702
../../books/1000000Lines.txt,336.513
../../books/1000000Lines.txt,344.933
