file_name,duration,word1,101
../../books/10LinesFirst.txt,0.032,
../../books/10LinesFirst.txt,0.032,
../../books/10LinesFirst.txt,0.022,
../../books/10LinesFirst.txt,0.021,
../../books/10LinesFirst.txt,0.022,
../../books/10LinesSecond.txt,0.043,
../../books/10LinesSecond.txt,0.021,
../../books/10LinesSecond.txt,0.022,
../../books/10LinesSecond.txt,0.021,
../../books/10LinesSecond.txt,0.022,
../../books/100LinesFirst.txt,0.085,
../../books/100LinesFirst.txt,0.05,
../../books/100LinesFirst.txt,0.051,
../../books/100LinesFirst.txt,0.051,
../../books/100LinesFirst.txt,0.055,
../../books/100LinesSecond.txt,0.102,
../../books/100LinesSecond.txt,0.051,
../../books/100LinesSecond.txt,0.085,
../../books/100LinesSecond.txt,0.082,
../../books/100LinesSecond.txt,0.259,
../../books/1000LinesFirst.txt,0.608,
../../books/1000LinesFirst.txt,0.543,
../../books/1000LinesFirst.txt,0.683,
../../books/1000LinesFirst.txt,0.465,
../../books/1000LinesFirst.txt,0.521,
../../books/1000LinesSecond.txt,0.469,
../../books/1000LinesSecond.txt,0.441,
../../books/1000LinesSecond.txt,0.484,
../../books/1000LinesSecond.txt,0.442,
../../books/1000LinesSecond.txt,0.589,
../../books/10000LinesFirst.txt,4.626,
../../books/10000LinesFirst.txt,5.267,
../../books/10000LinesFirst.txt,4.68,
../../books/10000LinesFirst.txt,4.631,
../../books/10000LinesFirst.txt,4.39,
../../books/10000LinesSecond.txt,3.826,
../../books/10000LinesSecond.txt,3.043,
../../books/10000LinesSecond.txt,3.254,
../../books/10000LinesSecond.txt,3.163,
../../books/10000LinesSecond.txt,3.404,
../../books/50000Lines.txt,24.949,
../../books/50000Lines.txt,22.045,
../../books/50000Lines.txt,21.329,
../../books/50000Lines.txt,21.845,
../../books/50000Lines.txt,21.063,
../../books/100000Lines.txt,38.148,
../../books/100000Lines.txt,38.4,
../../books/100000Lines.txt,37.889,
../../books/100000Lines.txt,36.873,
../../books/100000Lines.txt,40.775,
../../books/500000Lines.txt,195.325,
../../books/500000Lines.txt,209.089,
../../books/500000Lines.txt,195.89,
../../books/500000Lines.txt,205.345,
../../books/500000Lines.txt,192.999,
../../books/1000000Lines.txt,382.214,
../../books/1000000Lines.txt,387.327,
../../books/1000000Lines.txt,391.435,
../../books/1000000Lines.txt,385.152,
../../books/1000000Lines.txt,381.115,
