str_len,duration,word1,-1
13,0.0008
13,0.0007
13,0.0007
13,0.0007
13,0.0006
101,0.0008
101,0.0009
101,0.0009
101,0.0008
101,0.0009
1045,0.002
1045,0.002
1045,0.002
1045,0.0019
1045,0.002
48733,0.0654
48733,0.2054
48733,0.0642
48733,0.0839
48733,0.0626
10183,0.0144
10183,0.0138
10183,0.0138
10183,0.0242
10183,0.0141
185919,0.2613
185919,0.2456
185919,0.2451
185919,0.245
185919,0.2446
559618,1.4972
559618,0.8256
559618,0.7678
559618,0.784
559618,0.8234
1010777,1.4321
1010777,1.4295
1010777,1.7306
1010777,1.3221
1010777,1.4798
2665788,3.6713
2665788,3.8996
2665788,3.8759
2665788,3.7478
2665788,3.8561
4808754,6.8206
4808754,6.7924
4808754,6.5725
4808754,6.6168
4808754,7.1226
24652312,32.6202
24652312,32.5183
24652312,32.8164
24652312,35.3861
24652312,32.3763
48087540,75.2126
48087540,65.0184
48087540,63.6185
48087540,66.7206
48087540,64.1233
