str_len,duration,char1000,-1
13,0.0007
13,0.0006
13,0.0007
13,0.0007
13,0.0009
101,0.0006
101,0.0007
101,0.0007
101,0.0007
101,0.0006
1045,0.0007
1045,0.0008
1045,0.0007
1045,0.0006
1045,0.0007
48733,0.0393
48733,0.0405
48733,0.0507
48733,0.0395
48733,0.0394
10183,0.0093
10183,0.0082
10183,0.0082
10183,0.0082
10183,0.0082
185919,0.1666
185919,0.178
185919,0.3347
185919,0.1563
185919,0.1521
559618,0.4636
559618,0.556
559618,0.4805
559618,0.4883
559618,0.549
1010777,0.8673
1010777,0.8588
1010777,0.9643
1010777,0.8266
1010777,0.8332
2665788,2.3296
2665788,2.3284
2665788,2.2871
2665788,2.4013
2665788,2.9607
4808754,4.1738
4808754,4.177
4808754,5.4366
4808754,4.4213
4808754,4.2425
24652312,20.7228
24652312,22.6321
24652312,21.6147
24652312,20.9004
24652312,20.81
48087540,41.2571
48087540,41.3023
48087540,40.648
48087540,45.0631
48087540,44.9809
