file_name,duration,word1,-1
../../books/10LinesFirst.txt,0.045
../../books/10LinesFirst.txt,0.031
../../books/10LinesFirst.txt,0.031
../../books/10LinesFirst.txt,0.031
../../books/10LinesFirst.txt,0.028
../../books/10LinesSecond.txt,0.035
../../books/10LinesSecond.txt,0.028
../../books/10LinesSecond.txt,0.029
../../books/10LinesSecond.txt,0.023
../../books/10LinesSecond.txt,0.021
../../books/100LinesFirst.txt,0.043
../../books/100LinesFirst.txt,0.039
../../books/100LinesFirst.txt,0.043
../../books/100LinesFirst.txt,0.083
../../books/100LinesFirst.txt,0.04
../../books/100LinesSecond.txt,0.074
../../books/100LinesSecond.txt,0.055
../../books/100LinesSecond.txt,0.07
../../books/100LinesSecond.txt,0.061
../../books/100LinesSecond.txt,0.074
../../books/1000LinesFirst.txt,0.351
../../books/1000LinesFirst.txt,0.399
../../books/1000LinesFirst.txt,0.367
../../books/1000LinesFirst.txt,0.431
../../books/1000LinesFirst.txt,0.416
../../books/1000LinesSecond.txt,0.443
../../books/1000LinesSecond.txt,0.339
../../books/1000LinesSecond.txt,0.415
../../books/1000LinesSecond.txt,0.399
../../books/1000LinesSecond.txt,0.39
../../books/10000LinesFirst.txt,3.823
../../books/10000LinesFirst.txt,3.225
../../books/10000LinesFirst.txt,3.613
../../books/10000LinesFirst.txt,3.409
../../books/10000LinesFirst.txt,3.076
../../books/10000LinesSecond.txt,1.97
../../books/10000LinesSecond.txt,2.298
../../books/10000LinesSecond.txt,2.276
../../books/10000LinesSecond.txt,2.681
../../books/10000LinesSecond.txt,2.458
../../books/50000Lines.txt,14.042
../../books/50000Lines.txt,14.311
../../books/50000Lines.txt,14.674
../../books/50000Lines.txt,17.079
../../books/50000Lines.txt,13.878
../../books/100000Lines.txt,30.096
../../books/100000Lines.txt,27.226
../../books/100000Lines.txt,58.333
../../books/100000Lines.txt,34.653
../../books/100000Lines.txt,24.779
../../books/500000Lines.txt,149.836
../../books/500000Lines.txt,162.226
../../books/500000Lines.txt,146.359
../../books/500000Lines.txt,135.727
../../books/500000Lines.txt,135.682
../../books/1000000Lines.txt,289.572
../../books/1000000Lines.txt,264.934
../../books/1000000Lines.txt,255.469
../../books/1000000Lines.txt,252.87
../../books/1000000Lines.txt,280.776
