file_name,duration,word1,293
11,0.002
11,0.001
11,0.001
11,0.001
11,0.001
11,0.001
11,0.001
11,0.002
11,0.001
11,0.001
101,0.001
101,0.002
101,0.002
101,0.001
101,0.002
101,0.002
101,0.003
101,0.003
101,0.002
101,0.002
1046,0.008
1046,0.013
1046,0.008
1046,0.014
1046,0.016
1068,0.014
1068,0.014
1068,0.013
1068,0.014
1068,0.012
10183,0.122
10183,0.071
10183,0.146
10183,0.09
10183,0.07
10745,0.132
10745,0.072
10745,0.12
10745,0.157
10745,0.166
48733,0.416
48733,0.796
48733,0.502
48733,0.361
48733,0.382
187153,1.625
187153,1.678
187153,1.488
187153,1.703
187153,1.282
559618,4.427
559618,4.382
559618,4.245
559618,5.88
559618,3.94
1010777,7.538
1010777,7.581
1010777,7.768
1010777,7.814
1010777,7.928
395529,2.764
395529,2.737
395529,4.059
395529,2.976
395529,2.688
2665788,19.053
2665788,19.615
2665788,18.523
2665788,19.483
2665788,23.054
4808754,34.283
4808754,33.487
4808754,34.04
4808754,34.385
4808754,33.818
24652312,170.245
24652312,190.311
24652312,176.543
24652312,190.667
24652312,214.278
48087540,381.523
48087540,393.568
48087540,383.526
48087540,345.487
48087540,364.677
