str_len,pat_len,duration,ex1,293
13,29,0.0009
13,29,0.0008
13,29,0.0013
13,29,0.001
13,29,0.0009
101,29,0.0014
101,29,0.0014
101,29,0.0015
101,29,0.0022
101,29,0.0012
1045,29,0.0078
1045,29,0.0078
1045,29,0.0078
1045,29,0.0078
1045,29,0.0065
48733,29,0.2317
48733,29,0.2917
48733,29,0.4973
48733,29,0.23
48733,29,0.237
10183,29,0.0926
10183,29,0.0534
10183,29,0.0492
10183,29,0.0656
10183,29,0.0437
185919,29,0.8589
185919,29,0.868
185919,29,0.8395
185919,29,0.8062
185919,29,0.8779
559618,29,2.8034
559618,29,2.7655
559618,29,2.5126
559618,29,2.451
559618,29,2.6888
1010777,29,4.8321
1010777,29,4.7108
1010777,29,4.4094
1010777,29,4.6564
1010777,29,4.7879
2665788,29,12.109
2665788,29,11.7725
2665788,29,12.1457
2665788,29,12.6331
2665788,29,11.4055
4808754,29,20.6734
4808754,29,20.8472
4808754,29,20.9115
4808754,29,21.6707
4808754,29,21.5233
24652312,29,108.717
24652312,29,106.943
24652312,29,108.893
24652312,29,116.903
24652312,29,109.425
48087540,29,213.113
48087540,29,211.855
48087540,29,219.184
48087540,29,209.992
48087540,29,208.66
