str_len,duration,phrase50,-1
9,0.0197
9,0.0192
9,0.0078
9,0.0188
9,0.0188
97,0.008
97,0.0224
97,0.0084
97,0.0083
97,0.0125
1029,0.0088
1029,0.0088
1029,0.0093
1029,0.0216
1029,0.0141
47835,0.0159
47835,0.027
47835,0.0175
47835,0.0372
47835,0.0193
10017,0.0119
10017,0.0193
10017,0.0089
10017,0.0089
10017,0.0095
182951,0.0505
182951,0.0364
182951,0.0381
182951,0.0393
182951,0.0396
550198,0.1822
550198,0.1038
550198,0.1046
550198,0.1048
550198,0.1325
994062,0.0871
994062,0.0886
994062,0.1221
994062,0.0865
994062,0.0918
2615780,0.4522
2615780,0.4534
2615780,0.4449
2615780,0.4493
2615780,0.5364
4730641,0.1003
4730641,0.1397
4730641,0.1146
4730641,0.1063
4730641,0.1346
24243172,0.1139
24243172,0.1445
24243172,0.1085
24243172,0.1466
24243172,0.1259
47306419,0.1029
47306419,0.1044
47306419,0.1077
47306419,0.1021
47306419,0.1291
