str_len,duration,char1000,-1
9,0.0146
9,0.0154
9,0.0153
9,0.0169
9,0.0156
97,0.0164
97,0.0216
97,0.0157
97,0.0224
97,0.0307
1029,0.0115
1029,0.0114
1029,0.0288
1029,0.0287
1029,0.012
47835,0.0136
47835,0.0139
47835,0.0141
47835,0.0141
47835,0.014
10017,0.013
10017,0.0122
10017,0.0109
10017,0.022
10017,0.0199
182951,0.0518
182951,0.0614
182951,0.0282
182951,0.0273
182951,0.0273
550198,0.1299
550198,0.061
550198,0.174
550198,0.0574
550198,0.0771
994062,0.1525
994062,0.1571
994062,0.0947
994062,0.2139
994062,0.1703
2615780,0.4485
2615780,0.4027
2615780,0.3836
2615780,0.882
2615780,0.412
4730641,0.681
4730641,0.5939
4730641,0.7969
4730641,0.5576
4730641,0.8911
24243172,3.322
24243172,3.0203
24243172,2.8943
24243172,3.6737
24243172,3.2444
47306419,7.5035
47306419,5.8782
47306419,5.9152
47306419,5.8856
47306419,5.966
