str_len,duration,word10,-1
9,0.0095
9,0.0092
9,0.0171
9,0.0184
9,0.0227
97,0.008
97,0.0123
97,0.0081
97,0.0073
97,0.0124
1029,0.0078
1029,0.0085
1029,0.0227
1029,0.0087
1029,0.0225
47835,0.0267
47835,0.0269
47835,0.026
47835,0.0326
47835,0.0281
10017,0.0144
10017,0.015
10017,0.0114
10017,0.0119
10017,0.0114
182951,0.0326
182951,0.0348
182951,0.0547
182951,0.0328
182951,0.0319
550198,0.0712
550198,0.06
550198,0.0613
550198,0.0567
550198,0.0667
994062,0.0564
994062,0.0454
994062,0.0526
994062,0.0602
994062,0.0484
2615780,0.0257
2615780,0.0349
2615780,0.0368
2615780,0.0317
2615780,0.0294
4730641,0.0576
4730641,0.0571
4730641,0.0564
4730641,0.0535
4730641,0.0541
24243172,0.0837
24243172,0.0705
24243172,0.0585
24243172,0.0721
24243172,0.0711
47306419,0.0563
47306419,0.0671
47306419,0.0615
47306419,0.0589
47306419,0.0679
