str_len,pat_len,duration,asd,-1
13,10,0.0063
13,10,0.0022
13,10,0.0021
13,10,0.002
13,10,0.0021
101,10,0.0041
101,10,0.0023
101,10,0.0031
101,10,0.0025
101,10,0.0023
1045,10,0.0053
1045,10,0.0039
1045,10,0.0041
1045,10,0.0043
1045,10,0.004
48733,10,0.1054
48733,10,0.0907
48733,10,0.0796
48733,10,0.0783
48733,10,0.0792
10183,10,0.02
10183,10,0.0188
10183,10,0.0189
10183,10,0.0188
10183,10,0.0188
185919,10,0.2968
185919,10,0.3059
185919,10,0.314
185919,10,0.3161
185919,10,0.3233
559618,10,0.9603
559618,10,0.9084
559618,10,1.091
559618,10,0.8831
559618,10,0.8777
1010777,10,1.6127
1010777,10,1.8421
1010777,10,1.6363
1010777,10,1.7471
1010777,10,1.9284
2665788,10,4.472
2665788,10,4.4522
2665788,10,4.9016
2665788,10,4.3825
2665788,10,4.9656
4808754,10,7.8101
4808754,10,8.2247
4808754,10,7.7533
4808754,10,9.2893
4808754,10,8.1657
24652312,10,39.6571
24652312,10,39.4765
24652312,10,39.7769
24652312,10,40.309
24652312,10,41.1223
48087540,10,81.2765
48087540,10,84.2802
48087540,10,81.4434
48087540,10,78.7847
48087540,10,78.8873
