str_len,pat_len,duration,testp,-1
13,10,0.0062
13,10,0.0024
13,10,0.0052
13,10,0.003
13,10,0.0026
101,10,0.0046
101,10,0.0033
101,10,0.0031
101,10,0.0033
101,10,0.0033
1045,10,0.0071
1045,10,0.0057
1045,10,0.0058
1045,10,0.007
1045,10,0.0059
48733,10,0.0997
48733,10,0.1381
48733,10,0.101
48733,10,0.1395
48733,10,0.1059
10183,10,0.0244
10183,10,0.037
10183,10,0.0262
10183,10,0.0213
10183,10,0.0208
185919,10,0.2978
185919,10,0.3329
185919,10,0.5207
185919,10,0.3093
185919,10,0.4025
559618,10,1.3015
559618,10,0.8747
559618,10,0.8895
559618,10,0.9162
559618,10,1.1732
1010777,10,1.8144
1010777,10,2.5321
1010777,10,3.1745
1010777,10,2.8922
1010777,10,1.6852
2665788,10,5.0943
2665788,10,4.6096
2665788,10,4.4579
2665788,10,4.2922
2665788,10,4.6551
4808754,10,7.7775
4808754,10,8.1381
4808754,10,7.7805
4808754,10,9.2739
4808754,10,8.009
24652312,10,39.3775
24652312,10,39.9656
24652312,10,40.3191
24652312,10,40.3087
24652312,10,40.6598
48087540,10,77.9014
48087540,10,78.7036
48087540,10,77.9382
48087540,10,77.9724
48087540,10,80.3224
