file_name,duration
books/10LinesFirst.txt,0.673
books/10LinesSecond.txt,0.609
books/100LinesFirst.txt,0.661
books/100LinesSecond.txt,0.666
books/1000LinesFirst.txt,2.823
books/1000LinesSecond.txt,2.018
books/10000LinesFirst.txt,8.509
books/10000LinesSecond.txt,7.992
